Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Reporting Type]
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),624,Guinea-Bissau,2002,53.9,2002,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),624,Guinea-Bissau,2010,67.1,2010,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),626,Timor-Leste,2001,46,2001,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from TMP to TLS to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),626,Timor-Leste,2007,47,2007,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from TMP to TLS to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),626,Timor-Leste,2014,30.3,2014,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from TMP to TLS to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),642,Romania,2006,8,2006,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from ROM to ROU to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),642,Romania,2007,5.7,2007,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from ROM to ROU to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),642,Romania,2008,4.5,2008,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from ROM to ROU to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),642,Romania,2009,3.5,2009,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from ROM to ROU to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),642,Romania,2010,4.5,2010,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from ROM to ROU to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),642,Romania,2011,5.7,2011,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from ROM to ROU to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),642,Romania,2012,6.7,2012,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from ROM to ROU to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),642,Romania,2013,7.2,2013,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from ROM to ROU to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),642,Romania,2014,7.5,2014,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from ROM to ROU to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),642,Romania,2015,5.7,2015,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",WB-3 code changed from ROM to ROU to align with ISO code.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2000,2.2,2000,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2001,1.3,2001,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2002,0.7,2002,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2003,0.8,2003,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2004,0.7,2004,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2005,0.5,2005,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2006,0.3,2006,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2007,0.1,2007,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2008,0.1,2008,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2009,0,2009,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2010,0.1,2010,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2011,0,2011,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2012,0,2012,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2013,0,2013,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2014,0,2014,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),643,Russian Federation,2015,0,2015,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),646,Rwanda,2000,76.5,2000,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",The New Base Year is 2014.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),646,Rwanda,2005,67.2,2005,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",The New Base Year is 2014.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),646,Rwanda,2010,62.4,2010,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",The New Base Year is 2014.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),646,Rwanda,2013,56,2013,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",The New Base Year is 2014.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),678,Sao Tome and Principe,2000,29.8,2000,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",The new base year is 2008.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),678,Sao Tome and Principe,2010,32.3,2010,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",The new base year is 2008.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),686,Senegal,2001,49.2,2001,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),686,Senegal,2005,38.4,2005,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),686,Senegal,2011,38,2011,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),690,Seychelles,2013,1.1,2013,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),694,Sierra Leone,2003,61.3,2003,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",Fiscal year end: June 30; reporting period for national accounts data: CY.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),694,Sierra Leone,2011,52.2,2011,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",Fiscal year end: June 30; reporting period for national accounts data: CY.,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2004,0,2004,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2005,0.2,2005,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2006,0.2,2006,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2007,0.2,2007,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2008,0.5,2008,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2009,0.4,2009,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2010,0.5,2010,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2011,0.5,2011,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2012,0.2,2012,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2013,0.2,2013,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2014,0.7,2014,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),703,Slovakia,2015,0.7,2015,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),704,Viet Nam,2002,38,2002,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),704,Viet Nam,2004,26.5,2004,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),704,Viet Nam,2006,19.5,2006,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),704,Viet Nam,2008,14.8,2008,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),704,Viet Nam,2010,4.2,2010,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),704,Viet Nam,2012,2.8,2012,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
